"Country letter code","ISO code","Country","In union","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
,531,"Curaçao",TRUE,9449,9595,9792,10017,10237,10425,10694,10917,11104,11289,11495,11764,12058,12363,12650,12893,13095,13242,13339,13409,13462,13571,13687,13771,13777,13675,13549,13333,13051,12731,12402,12158,11928,11743,11643,11632,11816,12108,12451,12762,12984,13088,13332,13511,13659,13812,13913,14039,14179,14323,14457,14607,14761,14921,15098,15298,15527,15785,16056,16326,16580,16612,16638,16652,16666,16684
"CYP",196,"Cyprus",TRUE,89081,91328,93615,95928,97676,99504,100992,102564,104194,105818,107386,107429,107330,107202,107203,107449,108071,109127,110485,111981,113534,115579,117771,120102,122544,125022,126735,128493,130292,132115,133970,135702,137293,138871,140551,142358,144835,147528,150294,152956,155405,155485,155289,155074,155010,155229,155697,155961,156012,155849,155506,155792,155905,155810,155467,154868,154651,154248,153687,153042,152349,151783,151132,150430,149702,148977
"CZE",203,"Czechia",TRUE,1749222,1768391,1775792,1775564,1775073,1778450,1780892,1787532,1796071,1803323,1807942,1788860,1769424,1750302,1732355,1716131,1707668,1697647,1687277,1677733,1668875,1653840,1640639,1627545,1612510,1594930,1574387,1552857,1530104,1506247,1481611,1457928,1432482,1407671,1386030,1368447,1351371,1338840,1328746,1318396,1306306,1291285,1274977,1258591,1242582,1227311,1214329,1201141,1187355,1172120,1154681,1134075,1111892,1088199,1063129,1037026,1010388,982806,955844,931829,912194,894509,880626,869608,859753,849980
"PRK",408,"Democratic People's Republic of Korea",TRUE,2540227,2559725,2595892,2640515,2680749,2712731,2752548,2787340,2819373,2853300,2891036,2948050,2997584,3045113,3096199,3152162,3186369,3234019,3290304,3348928,3408381,3485374,3561247,3634784,3706698,3776137,3838418,3898403,3958364,4020106,4084705,4158744,4235095,4306605,4363264,4398775,4412285,4404358,4384127,4365277,4357792,4364307,4381274,4401444,4412554,4406688,4385539,4351287,4307119,4258655,4210284,4163278,4115237,4070866,4037126,4017837,4014253,4025930,4045104,4059611,4061815,4068610,4064489,4052280,4037240,4022556
"COD",180,"Democratic Republic of the Congo",TRUE,3304205,3375947,3450934,3530046,3614529,3705161,3790277,3883621,3982674,4084564,4187819,4275002,4365711,4461582,4564824,4666319,4761154,4867575,4987888,5124705,5278564,5444407,5630754,5826064,6017786,6199521,6339919,6470295,6600669,6742758,6903667,7069040,7256488,7462294,7681909,7912046,8132683,8369022,8619029,8880891,9153770,9420892,9702950,9998887,10307686,10627205,10941760,11270843,11612917,11966435,12330562,12694184,13068319,13453775,13851969,14263100,14671793,15093582,15526940,15970141,16421656,17002068,17605791,18230558,18873999,19534439
"DNK",208,"Denmark",TRUE,796104,798733,800297,801290,802510,804350,806092,808383,811118,814066,817111,820799,824469,828145,831799,835309,839296,842783,845634,847647,848586,848220,847296,845544,842736,838847,833128,826959,820423,813742,807127,800303,793362,786606,780225,774205,768043,762529,757525,752746,747952,740724,733666,727575,722005,716392,710611,704017,697425,691933,688024,684217,682271,681655,681487,681290,681124,681051,681290,682322,684368,688072,692449,697116,701399,704813
"DJI",262,"Djibouti",TRUE,17232,18204,19214,20365,21801,23583,25739,28300,31029,33660,36051,37596,38815,40019,41564,43654,46897,50635,54514,58166,61348,62972,63569,63951,64391,65101,66614,68373,70309,72354,74420,75879,77330,78776,80209,81638,83184,84800,86468,88176,89910,91745,93575,95587,97724,100007,102219,104595,107106,109708,112375,115076,117836,120608,123349,126027,128551,130990,133393,135847,138399,140461,142546,144543,146270,147632
"DMA",212,"Dominica",TRUE,5485,5428,5378,5320,5239,5123,5074,4993,4891,4794,4701,4763,4834,4900,4953,4992,5024,5018,4976,4909,4831,4951,5087,5231,5373,5507,5565,5619,5662,5685,5694,5749,5819,5887,5946,5985,6011,6007,5988,5991,6034,6109,6236,6380,6488,6533,6529,6463,6372,6308,6300,6355,6461,6609,6786,6978,7199,7446,7688,7889,8022,8007,7918,7783,7644,7524
"DOM",214,"Dominican Republic",TRUE,586302,603502,621580,640467,660135,680561,701552,723301,745605,768200,790926,813780,836417,858909,881471,904243,927058,950206,973552,996917,1020255,1045354,1070047,1094234,1117967,1141249,1164700,1187990,1210821,1232697,1253385,1275557,1295894,1314768,1332848,1350448,1367772,1384829,1401246,1416458,1430300,1445253,1458720,1470876,1481584,1491709,1502765,1513151,1522904,1532010,1540519,1550532,1559817,1568448,1576535,1584146,1593239,1601865,1609869,1617041,1623272,1633850,1643050,1650962,1657774,1663626
"ECU",218,"Ecuador",TRUE,787254,812468,839878,869149,899941,929757,959406,990424,1022722,1056249,1090938,1125712,1161491,1198394,1236586,1276075,1315618,1356408,1398179,1440640,1483613,1525705,1568488,1611755,1655365,1699199,1741849,1784363,1826201,1866670,1905322,1940085,1973186,2005246,2037040,2069141,2106079,2142636,2178892,2214995,2250813,2284922,2319160,2352834,2385009,2415278,2445342,2473603,2500178,2525404,2549447,2573351,2595974,2617491,2638064,2657768,2677943,2697308,2715764,2733167,2749394,2773948,2797366,2819399,2839696,2858030
"EGY",818,"Egypt",TRUE,5008187,5119072,5237420,5361039,5486524,5612663,5742048,5877604,6017229,6165367,6324570,6501809,6695871,6904143,7122925,7349955,7595404,7848241,8104958,8365305,8629178,8859522,9108304,9367269,9623814,9872962,10155405,10425087,10696153,10988775,11311690,11647956,12008944,12388752,12777351,13168458,13537801,13920642,14309326,14691399,15059477,15462465,15827523,16165634,16499538,16833988,17097595,17393815,17697894,17973993,18209025,18492117,18717145,18904517,19084357,19267171,19428483,19588484,19747777,19900672,20044826,20314211,20594264,20878029,21158028,21428947
"SLV",222,"El Salvador",TRUE,475839,489339,501193,513239,525537,538071,550873,563685,576218,588220,599597,610328,620673,630603,640127,649326,661536,673293,684801,696312,707862,722065,736042,749521,762229,773979,783510,792707,801202,808663,815037,821023,826402,831300,835836,840108,846620,852076,856923,862058,867745,873866,880955,888528,895883,902706,910677,918228,925227,931712,937661,943862,949700,955016,959606,963396,967853,971439,974309,976748,978892,981580,983605,984891,985307,984747
"GNQ",226,"Equatorial Guinea",TRUE,45093,44109,42782,41289,39836,38592,37628,36879,36546,36861,37898,39844,42613,45806,48905,51701,53661,55404,56976,58455,59926,61573,63159,64805,66675,68839,71132,73833,76873,80151,83596,86782,90291,94113,98231,102646,107014,111822,117041,122645,128586,133868,139622,145761,152164,158725,163581,168819,174477,180623,187262,191993,197206,202933,209222,216107,222207,228698,235537,242661,250042,258309,266754,275361,284097,292947
"ERI",232,"Eritrea",TRUE,286005,292426,299434,306937,314832,323086,330830,339032,347730,356968,366749,376054,385765,395984,406857,418378,428592,439501,449926,458481,464399,457767,447693,435949,424781,415885,420817,428733,439681,453528,469913,493116,519145,546691,574119,600193,616861,631645,644741,656692,668197,680938,693546,706200,719138,732553,750590,769106,788223,808072,828567,849368,870723,892295,913586,934323,954672,974516,993698,1012109,1029676,1053763,1077455,1100827,1124042,1147234
"EST",233,"Estonia",TRUE,231695,233279,234259,234861,235439,236180,236605,237193,237910,238699,239539,240259,241024,241882,242837,243810,244553,245185,245491,245333,242283,236701,230740,224696,218841,213419,209860,206719,203903,201256,198599,195268,191765,188204,184706,181329,177521,173916,170415,166935,163447,160057,156716,153552,150490,147494,145145,142751,140351,137959,135545,132992,130434,127934,125576,123430,121620,120035,118623,117324,116093,114616,113165,111705,110161,108484
"ETH",231,"Ethiopia",TRUE,5049892,5173870,5307410,5442087,5569188,5684794,5774652,5851331,5926795,6014408,6120973,6225842,6365581,6533724,6721723,6889068,7054677,7234463,7428344,7639174,7869298,8090124,8332606,8589563,8850956,9110209,9317050,9522538,9732166,9956500,10202679,10433919,10693373,10971941,11258426,11548538,11849517,12156163,12472870,12806291,13159456,13556498,13969052,14398239,14845248,15309461,15769124,16260067,16765996,17278474,17793260,18312040,18832763,19352894,19870951,20384612,20887368,21384104,21871111,22342800,22795406,23397309,23985888,24565978,25145934,25729981
"FLK",238,"Falkland Islands (Malvinas)",TRUE,355,352,346,340,335,335,331,330,331,335,339,340,340,339,341,344,346,347,350,357,364,374,387,402,413,421,427,430,428,427,429,432,436,442,444,444,441,436,430,424,419,416,411,407,404,399,393,387,381,376,371,365,361,357,354,351,348,347,346,345,343,343,342,341,341,340
"FRO",234,"Faroe Islands",TRUE,5099,5129,5185,5254,5327,5398,5493,5574,5589,5606,5631,5678,5733,5799,5864,5930,6022,6105,6176,6217,6224,6155,6060,5950,5831,5712,5655,5600,5546,5487,5416,5342,5260,5171,5075,4969,4876,4778,4673,4567,4454,4359,4262,4162,4062,3948,3827,3713,3610,3521,3448,3392,3353,3329,3317,3308,3313,3327,3351,3389,3441,3483,3531,3584,3641,3697
"FJI",242,"Fiji",TRUE,77017,79491,82134,84940,87889,90952,93366,95287,97197,99190,101310,103996,107089,110206,112918,115003,116075,116466,116465,116455,116690,117730,118965,120364,121865,123346,123818,124330,124732,124882,124793,127183,129164,130901,132575,134212,133829,133826,134091,134530,135045,134793,134469,134068,133621,133208,133393,133593,133809,134045,134272,134648,134992,135282,135473,135536,135631,135620,135489,135243,134894,135097,135189,135220,135269,135380
"FIN",246,"Finland",TRUE,710743,717511,724958,732567,739745,746098,751202,754279,756272,758572,761910,766511,773025,780303,786777,791649,796568,799863,801890,803280,804291,805723,806476,806047,803650,798804,789943,779366,767696,755955,744981,736091,727721,719994,712903,706278,700129,694815,690164,685907,681861,677792,674447,671523,668687,665771,663302,660483,657753,655735,654673,654147,654710,655845,656724,656832,656673,655899,654582,652956,651158,650341,649211,647958,646799,645822
"FRA",250,"France",TRUE,8059082,8120101,8144891,8147592,8153286,8176423,8190809,8221260,8262561,8303727,8339272,8381056,8414841,8448087,8492096,8551483,8604140,8673502,8754260,8839402,8925066,9010591,9097490,9173900,9223394,9235669,9214147,9154726,9070852,8982472,8901573,8824103,8754635,8690520,8626995,8561448,8495844,8432431,8368724,8301177,8226935,8154190,8069451,7980472,7889633,7799682,7719332,7643270,7572562,7506180,7441929,7380255,7322754,7270917,7228602,7198424,7183712,7182846,7191170,7201091,7207168,7220636,7229614,7234862,7238488,7241509
"GUF",254,"French Guiana",TRUE,5707,5989,6276,6556,6824,7036,7298,7551,7795,8051,8354,8724,9173,9687,10242,10812,11474,12133,12760,13317,13793,14223,14559,14834,15104,15405,15740,16126,16559,17035,17556,18245,19035,19862,20652,21333,21685,21909,22077,22277,22569,22851,23233,23675,24134,24575,24994,25400,25815,26253,26734,27229,27765,28350,28985,29678,30404,31200,32065,33005,34022,34729,35464,36237,37050,37911
"PYF",258,"French Polynesia",TRUE,10913,11253,11632,12043,12484,12952,13475,14010,14359,14722,15110,15437,15778,16134,16507,16899,17265,17644,17993,18286,18522,18668,18814,18992,19210,19467,19879,20298,20709,21089,21409,21455,21467,21459,21431,21391,21370,21304,21265,21186,21076,21005,20918,20834,20776,20757,20729,20749,20802,20873,20956,21076,21199,21337,21506,21721,22011,22359,22751,23173,23612,23676,23721,23750,23766,23771
"GAB",266,"Gabon",TRUE,122941,122720,122468,122227,122049,122008,121950,122071,122378,122888,123600,124210,125058,126145,127460,128994,130484,132256,134251,136416,138718,140972,143409,146005,148766,151683,154626,157719,160955,164350,167917,171747,175856,180218,184801,189565,194712,200034,205606,211525,217796,224578,231786,238939,245944,252549,256321,259749,262931,266008,269139,272522,275904,279369,282999,286819,290709,294764,299029,303541,308315,314026,319895,325891,331979,338139
"GMB",270,"Gambia",TRUE,86840,87951,90188,93303,96892,100639,103547,106488,109651,113322,117603,119946,122993,126772,130490,134791,139800,145573,151824,158259,164687,168517,172058,175661,179690,184352,188695,193841,199680,205999,212648,218266,224222,230444,236903,243582,249587,255857,262395,269212,276309,283021,290015,297293,304799,312571,319768,327259,335109,343398,352190,360863,370013,379520,389206,398941,408050,417209,426491,435992,445767,459328,473384,487950,503030,518618
"GEO",268,"Georgia",TRUE,798415,806104,811427,814838,816936,818124,817841,816677,815411,815110,816350,821187,827976,835715,842825,848283,852452,855016,855609,854345,851282,843537,833816,822951,812020,802053,794635,788353,782928,777722,772220,766380,759817,752819,745596,738055,726251,713591,699775,684629,668309,652337,635710,619016,603260,589196,580421,574200,569394,564510,558590,552244,544609,536209,527769,519675,511602,503690,495973,488510,481376,476322,471728,467397,463048,458486
"DEU",276,"Germany",TRUE,10932277,10961238,10945078,10900954,10858249,10836535,10838844,10838772,10847400,10875955,10927448,10972998,11053345,11152164,11242930,11311445,11363965,11401578,11434754,11485421,11566311,11608452,11679940,11767467,11849994,11913547,11937003,11932190,11905920,11867095,11819825,11747134,11669850,11583909,11483415,11365770,11219406,11056074,10881499,10701823,10519883,10355976,10196179,10043329,9894482,9747692,9597747,9452165,9318804,9208372,9125942,9047068,8993330,8957755,8929344,8900704,8871785,8844657,8816337,8783770,8744797,8691756,8630307,8561552,8486224,8404097
"GHA",288,"Ghana",TRUE,1294845,1322735,1354903,1389008,1422334,1453612,1477085,1498859,1522430,1552013,1589937,1637707,1695617,1760409,1828117,1896240,1959787,2023918,2089795,2139353,2192144,2247469,2306849,2368193,2428796,2487071,2537235,2584438,2631468,2682320,2739342,2798976,2867141,2941401,3018293,3095620,3175266,3254548,3332812,3409675,3484457,3547457,3606916,3663150,3717086,3769627,3819748,3872470,3926746,3981327,4035721,4092856,4149368,4206209,4264531,4324733,4385297,4448197,4513520,4581138,4651137,4741110,4832446,4925381,5020560,5118301
"GIB",292,"Gibraltar",TRUE,4774,4771,4756,4730,4713,4695,4683,4672,4662,4657,4652,4636,4612,4586,4547,4497,4424,4339,4246,4161,4086,4062,4058,4065,4070,4063,4040,4006,3967,3933,3904,3870,3840,3818,3803,3795,3786,3788,3789,3791,3790,3776,3764,3751,3735,3718,3698,3676,3650,3627,3607,3581,3560,3542,3523,3507,3494,3484,3477,3469,3465,3449,3433,3416,3405,3395
"GRC",300,"Greece",TRUE,1388108,1391556,1390669,1392349,1395601,1399933,1412878,1425496,1436568,1444909,1449497,1446962,1442036,1435053,1427080,1419527,1410802,1405245,1404140,1409287,1421536,1443308,1470335,1500093,1528575,1552832,1567867,1578870,1586547,1592514,1597935,1598924,1600223,1601437,1601723,1600425,1597131,1591121,1582453,1571447,1558130,1538719,1517511,1494443,1469113,1441636,1418764,1394229,1368725,1343375,1318616,1293812,1269969,1246819,1223713,1200356,1177334,1154738,1132833,1112052,1092654,1074119,1056721,1040801,1026849,1015080
"GRL",304,"Greenland",TRUE,5734,5836,5915,5995,6087,6192,6221,6229,6236,6263,6322,6407,6553,6738,6922,7096,7249,7393,7513,7601,7658,7669,7640,7578,7506,7433,7371,7313,7256,7196,7130,7084,7029,6970,6901,6822,6720,6611,6493,6360,6214,6054,5893,5735,5583,5446,5311,5188,5088,5023,5002,5011,5068,5154,5245,5331,5413,5485,5552,5612,5670,5677,5672,5653,5626,5593
"GRD",308,"Grenada",TRUE,6147,6193,6208,6200,6178,6144,6039,5926,5820,5741,5702,5861,6099,6377,6640,6844,6872,6787,6618,6422,6239,6276,6393,6561,6729,6878,6979,7039,7073,7113,7169,7285,7413,7554,7687,7810,7958,8094,8217,8326,8426,8519,8604,8689,8798,8936,9143,9386,9649,9915,10168,10438,10700,10948,11178,11393,11612,11808,11980,12123,12238,12208,12154,12069,11951,11796
"GLP",312,"Guadeloupe",TRUE,30473,30511,30440,30214,29820,29307,29682,30076,30555,31207,32034,32566,33337,34185,34949,35566,36623,37531,38329,39106,39902,40566,41130,41573,41873,42069,42728,43356,43879,44217,44368,44252,43899,43412,42943,42586,42738,43011,43260,43307,43048,42618,41937,41081,40188,39339,38519,37796,37134,36477,35795,35219,34638,34104,33693,33456,33448,33631,33969,34388,34843,34958,35082,35222,35420,35691
"GUM",316,"Guam",TRUE,11317,11805,12297,12805,13338,13901,14485,15110,15756,16399,17024,17325,17583,17807,18019,18243,18449,18654,18876,19142,19471,19826,20229,20639,21023,21350,21554,21707,21802,21842,21813,21667,21451,21189,20922,20675,20430,20222,20034,19844,19632,19431,19212,19002,18830,18715,18658,18656,18696,18752,18808,18872,18938,19015,19118,19248,19417,19613,19829,20053,20279,20465,20641,20801,20940,21047
"GTM",320,"Guatemala",TRUE,818853,840322,863013,886509,907473,928427,946732,965008,983435,1002407,1022274,1042468,1063910,1086466,1110183,1135201,1161614,1189989,1219998,1251119,1283118,1317537,1351657,1386170,1422245,1460412,1498558,1539710,1582588,1625321,1667136,1713003,1757987,1802866,1849303,1898235,1950732,2006832,2065733,2125953,2186716,2252184,2316839,2381437,2447213,2514432,2579354,2645343,2711372,2775956,2838345,2899842,2959519,3016805,3071288,3122677,3172192,3218487,3261713,3302081,3339689,3392179,3442098,3489836,3535984,3580847
"GIN",324,"Guinea",TRUE,809856,816332,821942,826937,831782,836891,837337,838928,842337,848378,857535,868298,884175,903874,925927,949560,971419,995633,1024564,1061164,1106666,1162856,1228761,1298667,1366027,1427058,1471359,1507684,1538949,1568762,1588597,1604296,1620937,1639117,1659530,1682515,1704652,1730786,1759837,1790570,1822296,1852476,1884617,1916566,1950775,1987476,2026154,2067689,2111370,2156404,2202179,2247152,2293090,2339721,2386779,2434080,2480793,2527889,2575219,2622669,2670148,2749257,2829950,2912094,2995555,3080218
"GNB",624,"Guinea-Bissau",TRUE,124793,126812,129057,131330,133418,135190,136497,137696,138988,140676,143003,144834,147214,150033,153148,156455,159238,162434,165964,169705,173625,177516,179600,181719,183903,186129,186521,187098,187841,188739,189861,191744,193887,196325,199089,202161,205155,208459,212012,215768,219683,223386,227388,231571,235814,240238,244546,249095,253820,258647,263522,268298,273112,278025,283116,288426,293699,299221,304940,310769,316670,324169,331704,339308,347038,354931
"GUY",328,"Guyana",TRUE,79708,81659,83604,85497,87352,89233,91134,93045,94935,96712,98277,99523,100503,101357,102305,103503,105318,107251,109294,111340,113256,114898,116475,117791,118721,119183,119753,120055,120032,119700,119179,118760,118025,117036,115852,114475,114017,113572,113179,112913,112833,113254,113783,114371,114966,115511,116168,116852,117480,117973,118306,118869,119297,119557,119630,119513,119521,119345,119041,118677,118306,118617,118899,119209,119644,120248
