"iso.country","groupname","iso.group"
418,"ESCAP: ADB Group A (ADB_DMC_A)",98402
462,"ESCAP: ADB Group A (ADB_DMC_A)",98402
520,"ESCAP: ADB Group A (ADB_DMC_A)",98402
524,"ESCAP: ADB Group A (ADB_DMC_A)",98402
548,"ESCAP: ADB Group A (ADB_DMC_A)",98402
583,"ESCAP: ADB Group A (ADB_DMC_A)",98402
584,"ESCAP: ADB Group A (ADB_DMC_A)",98402
762,"ESCAP: ADB Group A (ADB_DMC_A)",98402
776,"ESCAP: ADB Group A (ADB_DMC_A)",98402
798,"ESCAP: ADB Group A (ADB_DMC_A)",98402
882,"ESCAP: ADB Group A (ADB_DMC_A)",98402
50,"ESCAP: ADB Group B (ADB_DMC_B)",98403
242,"ESCAP: ADB Group B (ADB_DMC_B)",98403
356,"ESCAP: ADB Group B (ADB_DMC_B)",98403
496,"ESCAP: ADB Group B (ADB_DMC_B)",98403
570,"ESCAP: ADB Group B (ADB_DMC_B)",98403
585,"ESCAP: ADB Group B (ADB_DMC_B)",98403
586,"ESCAP: ADB Group B (ADB_DMC_B)",98403
598,"ESCAP: ADB Group B (ADB_DMC_B)",98403
626,"ESCAP: ADB Group B (ADB_DMC_B)",98403
860,"ESCAP: ADB Group B (ADB_DMC_B)",98403
31,"ESCAP: ADB Group C (ADB_DMC_C)",98404
51,"ESCAP: ADB Group C (ADB_DMC_C)",98404
144,"ESCAP: ADB Group C (ADB_DMC_C)",98404
156,"ESCAP: ADB Group C (ADB_DMC_C)",98404
184,"ESCAP: ADB Group C (ADB_DMC_C)",98404
268,"ESCAP: ADB Group C (ADB_DMC_C)",98404
360,"ESCAP: ADB Group C (ADB_DMC_C)",98404
398,"ESCAP: ADB Group C (ADB_DMC_C)",98404
458,"ESCAP: ADB Group C (ADB_DMC_C)",98404
608,"ESCAP: ADB Group C (ADB_DMC_C)",98404
704,"ESCAP: ADB Group C (ADB_DMC_C)",98404
764,"ESCAP: ADB Group C (ADB_DMC_C)",98404
795,"ESCAP: ADB Group C (ADB_DMC_C)",98404
12,"ESCAP: Africa (AFR)",98405
24,"ESCAP: Africa (AFR)",98405
72,"ESCAP: Africa (AFR)",98405
108,"ESCAP: Africa (AFR)",98405
120,"ESCAP: Africa (AFR)",98405
132,"ESCAP: Africa (AFR)",98405
140,"ESCAP: Africa (AFR)",98405
148,"ESCAP: Africa (AFR)",98405
174,"ESCAP: Africa (AFR)",98405
175,"ESCAP: Africa (AFR)",98405
178,"ESCAP: Africa (AFR)",98405
180,"ESCAP: Africa (AFR)",98405
204,"ESCAP: Africa (AFR)",98405
226,"ESCAP: Africa (AFR)",98405
231,"ESCAP: Africa (AFR)",98405
232,"ESCAP: Africa (AFR)",98405
262,"ESCAP: Africa (AFR)",98405
266,"ESCAP: Africa (AFR)",98405
270,"ESCAP: Africa (AFR)",98405
288,"ESCAP: Africa (AFR)",98405
324,"ESCAP: Africa (AFR)",98405
384,"ESCAP: Africa (AFR)",98405
404,"ESCAP: Africa (AFR)",98405
426,"ESCAP: Africa (AFR)",98405
430,"ESCAP: Africa (AFR)",98405
434,"ESCAP: Africa (AFR)",98405
450,"ESCAP: Africa (AFR)",98405
454,"ESCAP: Africa (AFR)",98405
466,"ESCAP: Africa (AFR)",98405
478,"ESCAP: Africa (AFR)",98405
480,"ESCAP: Africa (AFR)",98405
504,"ESCAP: Africa (AFR)",98405
508,"ESCAP: Africa (AFR)",98405
516,"ESCAP: Africa (AFR)",98405
562,"ESCAP: Africa (AFR)",98405
566,"ESCAP: Africa (AFR)",98405
624,"ESCAP: Africa (AFR)",98405
638,"ESCAP: Africa (AFR)",98405
646,"ESCAP: Africa (AFR)",98405
654,"ESCAP: Africa (AFR)",98405
678,"ESCAP: Africa (AFR)",98405
686,"ESCAP: Africa (AFR)",98405
690,"ESCAP: Africa (AFR)",98405
694,"ESCAP: Africa (AFR)",98405
706,"ESCAP: Africa (AFR)",98405
710,"ESCAP: Africa (AFR)",98405
716,"ESCAP: Africa (AFR)",98405
728,"ESCAP: Africa (AFR)",98405
729,"ESCAP: Africa (AFR)",98405
732,"ESCAP: Africa (AFR)",98405
